statefip,year,race,bmprison,wmprison,bmpop,wmpop,error,crack,alcohol,income,ur,poverty,black,perc1519,aidscapita,state,parole,probation,capacity_rated,capacity_operational,capacity_design,bmprate,wmprate
11.0,1988.0,1.0,8205.0,254.0,192410,95497,0.0,2.30267,4.48,22273,5.075,15.2,71.234665,7.359628,53.76506,District of Columbia,3949.0,11296,7417.0,,,4264.3315,265.97693
11.0,1989.0,1.0,9320.0,120.0,189457,95480,0.0,2.388749,4.22,24133,5.0583334,18.0,71.21854,7.139973,72.57731,District of Columbia,4915.0,10132,8253.0,9315.0,8253.0,4919.3223,125.68077
11.0,1990.0,2.0,9222.0,110.0,181452,93765,0.0,1.700183,4.14,26473,5.983333,21.1,70.217514,6.689674,86.89604,District of Columbia,5346.0,9742,8253.0,9121.0,7764.0,5082.336,117.31456
11.0,1991.0,1.0,9513.0,188.0,179211,91198,0.0,1.91137,3.89,27567,7.6583333,18.6,70.8131,5.7623115,86.54118,District of Columbia,5398.0,10474,9788.0,9508.0,8101.0,5308.268,206.14487
11.0,1992.0,2.0,9996.0,159.0,176687,89236,0.0,1.435998,4.05,28916,8.566667,20.3,71.039635,5.2334056,95.387115,District of Columbia,6294.0,10607,11087.0,11087.0,8746.0,5657.462,178.17921
11.0,1993.0,2.0,10023.0,135.0,172837,88744,0.0,1.302171,3.78,29996,8.45,26.4,70.960556,5.1367292,106.668724,District of Columbia,6591.0,8264,10330.0,10330.0,8746.0,5799.1055,152.12296
11.0,1994.0,1.0,10129.0,133.0,167960,88380,0.0,1.102302,3.76,30835,8.016666,21.2,70.69074,5.275618,121.17324,District of Columbia,6574.0,11306,7251.0,11099.0,9419.0,6030.6025,150.48654
11.0,1995.0,2.0,9070.0,112.0,163059,87503,0.0,0.9132747,3.74,31266,8.591667,22.2,70.34821,5.5161176,120.23765,District of Columbia,6340.0,10414,7251.0,11099.0,9419.0,5562.404,127.99561
11.0,1996.0,1.0,8617.0,124.0,156989,87186,0.0,0.575021,3.63,32786,8.508333,24.1,69.908745,5.7706723,106.223694,District of Columbia,7120.0,9740,7251.0,9866.0,9419.0,5488.9194,142.22467
11.0,1997.0,1.0,8704.0,76.0,152245,87915,0.0,0.5399327,3.75,34488,8.275,21.8,69.37512,5.9953923,58.125607,District of Columbia,7761.0,10043,7251.0,9729.0,9419.0,5717.1006,86.447136
11.0,1998.0,1.0,9229.0,81.0,149431,87584,0.0,0.8842096,3.55,36379,8.041667,22.3,68.89477,6.199954,47.414326,District of Columbia,7055.0,11234,7973.0,7289.0,,6176.0947,92.48264
11.0,1999.0,2.0,8058.0,108.0,145598,89293,0.0,0.7883581,3.45,37030,6.516667,14.7,68.18535,6.4391727,40.68655,District of Columbia,5103.0,12129,5424.0,5424.0,,5534.4165,120.950134
11.0,2000.0,1.0,9319.0,311.0,155547,87814,0.0,0.610815,3.53,40456,5.641667,15.2,67.85356,6.2693195,25.890375,District of Columbia,5332.0,10664,4586.0,4586.0,,5991.115,354.15765
12.0,1985.0,2.0,13427.0,13747.0,734464,4666946,0.0,1.039094,3.04,14698,6.15,13.4,15.482015,6.814279,4.518297,Florida,4214.0,130399,29022.0,29022.0,33824.0,1828.1359,294.56094
12.0,1986.0,2.0,15486.0,15116.0,754279,4802328,0.0,1.924822,2.96,15438,5.875,11.4,15.464158,6.7711706,8.038411,Florida,3478.0,139859,35982.0,32290.0,25561.0,2053.0864,314.764
12.0,1987.0,1.0,16074.0,13857.0,776381,4939220,0.0,2.561353,2.95,16253,5.4583335,12.4,15.440745,6.661459,12.067724,Florida,2873.0,155194,36363.0,33140.0,25700.0,2070.3752,280.55038
12.0,1988.0,2.0,17510.0,14640.0,799079,5063439,0.0,0.5771205,2.92,17376,5.266667,13.6,15.430841,6.526567,15.20117,Florida,2562.0,165475,38894.0,35618.0,27418.0,2191.2727,289.13156
12.0,1989.0,2.0,20750.0,15883.0,823383,5201536,0.0,0.4777316,2.9,18836,5.7,12.5,15.420786,6.342523,20.3831,Florida,2318.0,192731,45293.0,44839.0,31309.0,2520.0908,305.3521
12.0,1990.0,2.0,23824.0,17106.0,856859,5353218,0.0,1.881816,2.96,19564,6.258333,14.4,15.326095,6.1900024,22.219994,Florida,2064.0,210781,50645.0,45237.0,34826.0,2780.3875,319.5461
12.0,1991.0,1.0,25607.0,17323.0,885184,5449121,0.0,2.069309,2.69,19780,7.575,15.4,15.568524,5.929992,26.073692,Florida,8155.0,189746,53652.0,47572.0,36470.0,2892.845,317.90448
12.0,1992.0,1.0,26823.0,18057.0,912429,5522307,0.0,1.911368,2.75,20417,8.341667,15.6,15.887001,5.829354,29.507961,Florida,14021.0,200471,49939.0,55100.0,37887.0,2939.7356,326.9829
12.0,1993.0,1.0,29385.0,19949.0,938907,5587170,0.0,2.023063,2.68,21050,7.2166667,17.8,16.168661,5.8052363,31.894457,Florida,17567.0,235805,54041.0,53501.0,41030.0,3129.703,357.05017
12.0,1994.0,2.0,31335.0,21513.0,969626,5665819,0.0,2.022402,2.6,21666,6.7166667,14.9,16.470106,5.8333106,36.806213,Florida,20573.0,247014,,57364.0,43536.0,3231.6584,379.69797
12.0,1995.0,2.0,34313.0,24657.0,997059,5740756,0.0,2.10219,2.5,22691,5.5416665,16.2,16.75823,5.902066,37.36447,Florida,11197.0,243736,68996.0,,50801.0,3441.4211,429.5079
12.0,1996.0,2.0,33643.0,25551.0,1026519,5826900,0.0,0.4545314,2.54,23655,5.2833333,14.2,17.046415,6.0082903,26.59331,Florida,9243.0,237117,71449.0,68582.0,51188.0,3277.387,438.50073
12.0,1997.0,1.0,33958.0,25968.0,1057240,5914548,0.0,0.6282566,2.51,24502,4.975,14.3,17.358229,6.1183486,17.140444,Florida,8477.0,239694,77425.0,71276.0,52865.0,3211.948,439.05298
12.0,1998.0,1.0,35265.0,27117.0,1086603,5995370,0.0,0.7489806,2.47,25987,4.491667,13.1,17.641705,6.2247205,13.863635,Florida,6487.0,283965,77370.0,70785.0,52407.0,3245.4355,452.299
12.0,1999.0,2.0,35982.0,28360.0,1118791,6049429,0.0,0.5761017,2.53,26894,4.025,12.4,17.977783,6.296329,13.014438,Florida,6418.0,291631,80491.0,73325.0,52252.0,3216.1504,468.80457
12.0,2000.0,1.0,36147.0,24414.0,1121120,6082834,0.0,0.2404275,2.55,28509,3.8,11.0,18.291088,6.387456,13.350862,Florida,5982.0,296139,83026.0,75842.0,56101.0,3224.1865,401.35898
13.0,1985.0,1.0,9043.0,6138.0,754811,2101855,0.0,0.6221359,2.43,13137,6.258333,17.7,27.975336,8.299631,2.2468097,Georgia,8538.0,94461,,16021.0,,1198.0482,292.02777
13.0,1986.0,1.0,9847.0,6569.0,768407,2146600,0.0,0.9872196,2.43,13970,5.875,14.6,27.940363,8.276225,3.8452873,Georgia,10421.0,109485,,16323.0,,1281.4823,306.01883
13.0,1987.0,2.0,10865.0,6782.0,781836,2190189,0.0,1.359885,2.49,14721,5.5416665,14.6,27.896322,8.182412,5.8622265,Georgia,10917.0,110484,,17098.0,,1389.6776,309.65366
13.0,1988.0,2.0,11429.0,6429.0,795550,2228188,0.0,2.138449,2.4,15738,5.525,14.0,27.861074,8.055014,8.516603,Georgia,11308.0,121559,,17296.0,,1436.6162,288.53043
13.0,1989.0,2.0,13001.0,6696.0,808629,2259617,0.0,2.39422,2.37,16701,5.2916665,15.0,27.827816,7.8589864,11.308612,Georgia,17437.0,125147,,20421.0,,1607.7831,296.3334
13.0,1990.0,2.0,14025.0,7083.0,823088,2290341,0.0,2.028397,2.31,17603,5.1833334,15.8,27.705833,7.6384983,13.850071,Georgia,22646.0,134840,,22424.0,,1703.949,309.25525
13.0,1991.0,2.0,15031.0,7130.0,844548,2322478,0.0,2.168408,2.17,18070,5.016667,17.2,28.002098,7.2771025,15.827435,Georgia,23375.0,155006,,22895.0,,1779.7686,306.99966
13.0,1992.0,1.0,16125.0,7586.0,867738,2363634,0.0,1.848083,2.23,19075,6.675,17.7,28.293571,7.108135,17.32382,Georgia,23020.0,153154,,25252.0,,1858.2798,320.94647
13.0,1993.0,1.0,17713.0,8153.0,891307,2401408,0.0,1.689713,2.2,19719,5.95,13.5,28.650047,7.061007,16.365158,Georgia,20790.0,145230,,,,1987.3063,339.50916
13.0,1994.0,2.0,21153.0,10140.0,917386,2444969,0.0,2.091892,2.14,20711,5.075,14.0,29.007195,7.108809,14.28706,Georgia,17505.0,140694,32918.0,32918.0,32918.0,2305.7905,414.7292
13.0,1995.0,2.0,21838.0,10291.0,940746,2486905,0.0,1.740643,2.13,21677,4.775,12.1,29.364342,7.156611,20.877644,Georgia,19434.0,142954,35659.0,35659.0,35659.0,2321.349,413.80753
13.0,1996.0,2.0,22206.0,10560.0,965350,2529000,0.0,1.972232,2.16,22945,4.5833335,14.8,29.746914,7.2726965,16.27768,Georgia,21146.0,143457,,32889.0,,2300.3057,417.55634
13.0,1997.0,1.0,22996.0,11103.0,992701,2574271,0.0,2.320406,2.14,23795,4.4666667,14.5,30.158981,7.3339977,9.420829,Georgia,21915.0,149963,36610.0,,,2316.5083,431.30658
13.0,1998.0,1.0,24508.0,12109.0,1019005,2617720,0.0,2.155122,2.14,25279,4.1583333,13.5,30.564777,7.3632016,8.507623,Georgia,20482.0,278669,,39320.0,,2405.0913,462.57812
13.0,1999.0,2.0,26271.0,13048.0,1046042,2658093,0.0,1.988691,2.2,26359,3.7833333,12.8,31.011389,7.328282,8.289869,Georgia,22003.0,307686,,43808.0,,2511.467,490.87823
13.0,2000.0,1.0,27126.0,13792.0,1107945,2642623,0.0,1.472646,2.17,27989,3.475,12.1,31.421509,7.2582574,7.1893754,Georgia,21556.0,321407,,45156.0,,2448.3164,521.9057
15.0,1985.0,2.0,98.0,491.0,14999,198787,0.0,-0.0092976,2.88,15688,5.0416665,10.7,7.9494324,7.349413,3.2693975,Hawaii,716.0,7986,,1125.0,1162.0,653.3769,246.99805
15.0,1986.0,1.0,101.0,530.0,15508,200405,0.0,1.922358,2.88,16377,4.508333,10.7,7.86692,7.2549205,3.517468,Hawaii,921.0,8404,1252.0,,1252.0,651.27673,264.46445
15.0,1987.0,2.0,109.0,520.0,15981,202029,0.0,1.757092,2.73,17217,3.6416667,8.8,7.769597,7.134611,4.8686357,Hawaii,1012.0,8882,1670.0,,1670.0,682.05994,257.3888
15.0,1988.0,1.0,140.0,632.0,16317,202101,0.0,1.239816,2.86,18671,3.0416665,11.1,7.6763897,6.984111,7.5927334,Hawaii,1108.0,10704,,2130.0,1691.0,858.00085,312.71494
15.0,1989.0,2.0,137.0,599.0,16709,202681,0.0,2.356388,2.76,20521,2.3916667,11.3,7.5921803,6.770846,8.03954,Hawaii,1287.0,10960,,2141.0,1577.0,819.9174,295.5383
15.0,1990.0,1.0,132.0,538.0,16951,202697,0.0,3.00647,2.84,22186,2.425,11.0,6.9399633,6.5307217,9.87884,Hawaii,1425.0,11667,,2141.0,1577.0,778.71515,265.4208
15.0,1991.0,1.0,145.0,592.0,17848,206957,0.0,1.365393,2.67,22895,2.775,7.7,7.314233,6.445634,12.667648,Hawaii,1479.0,12317,,2569.0,1658.0,812.41595,286.04977
15.0,1992.0,2.0,156.0,547.0,19438,210929,0.0,1.131562,2.63,24089,4.241667,11.2,7.9136915,6.5095077,12.6012745,Hawaii,1393.0,10038,,2382.0,1566.0,802.5517,259.32898
15.0,1993.0,1.0,152.0,581.0,19232,211681,0.0,1.621175,2.51,24555,4.366667,8.0,7.9091563,6.4950147,14.580019,Hawaii,1541.0,11053,,2627.0,1672.0,790.3494,274.4696
15.0,1994.0,1.0,162.0,604.0,19735,213335,0.0,1.986278,2.47,24777,5.133333,8.7,8.107228,6.518876,14.483771,Hawaii,1650.0,13088,,2608.0,1694.0,820.8766,283.1228
15.0,1995.0,2.0,156.0,630.0,19849,212568,0.0,4.252366,2.32,25004,5.508333,10.3,8.171312,6.566465,14.036799,Hawaii,1689.0,12957,,2646.0,1750.0,785.9338,296.37576
15.0,1996.0,1.0,187.0,768.0,19910,211667,0.0,1.086532,2.34,25024,5.875,12.1,8.169354,6.6609898,8.1411915,Hawaii,1733.0,14027,,2650.0,1754.0,939.2265,362.83408
15.0,1997.0,2.0,208.0,890.0,19685,210243,0.0,1.569094,2.3,25587,5.7916665,13.9,8.151962,6.7073555,4.8694334,Hawaii,1827.0,15401,,2912.0,1991.0,1056.6421,423.31967
15.0,1998.0,1.0,204.0,934.0,19637,209625,0.0,2.594702,2.22,26132,5.65,10.9,8.2006445,6.7508864,3.1269724,Hawaii,2009.0,15711,,3122.0,2197.0,1038.8552,445.55756
15.0,1999.0,2.0,192.0,882.0,18972,206861,0.0,1.08435,2.26,26973,4.991667,10.8,7.9640164,6.7362638,2.891845,Hawaii,2252.0,15707,,3406.0,2481.0,1012.0177,426.37326
15.0,2000.0,1.0,210.0,1019.0,13545,157965,0.0,0.1421856,2.33,28422,3.95,8.9,7.616404,6.686892,2.9686534,Hawaii,2504.0,15525,,3406.0,2481.0,1550.3876,645.0796
16.0,1985.0,1.0,31.0,1215.0,1938,483192,0.0,0.3612874,2.42,11641,7.85,16.0,0.23065238,8.3151045,0.0,Idaho,483.0,3414,1315.0,1315.0,1022.0,1599.5872,251.45284
16.0,1986.0,2.0,31.0,1307.0,1959,481092,0.0,0.4999861,2.33,11949,8.108334,18.5,0.22905523,8.39443,0.0,Idaho,531.0,3770,1149.0,1470.0,1149.0,1582.4401,271.6736
16.0,1987.0,2.0,25.0,1286.0,1972,477976,0.0,1.054604,2.26,12554,7.5499997,15.1,0.22683814,8.363929,0.91353583,Idaho,865.0,4146,1149.0,1470.0,1149.0,1267.7485,269.05118
16.0,1988.0,1.0,23.0,1419.0,2009,477466,0.0,1.448337,2.18,13493,6.0666666,12.5,0.22424537,8.283954,1.2171546,Idaho,247.0,3587,1163.0,1406.0,1163.0,1144.8481,297.19394
16.0,1989.0,1.0,24.0,1559.0,2071,481047,0.0,2.40134,2.09,14729,5.3,12.4,0.22241163,8.133487,0.8043798,Idaho,238.0,4025,1259.0,1826.0,1259.0,1158.8605,324.08475
16.0,1990.0,2.0,27.0,1720.0,2112,489211,0.0,2.550969,2.27,15724,5.4833336,14.9,0.33340475,8.042601,2.0743117,Idaho,243.0,4377,,1845.0,1586.0,1278.409,351.58655
16.0,1991.0,1.0,29.0,1888.0,2319,502037,0.0,0.7323605,2.19,16030,5.9666667,13.9,0.35322738,8.047894,1.5365173,Idaho,397.0,3921,,2086.0,1831.0,1250.5391,376.0679
16.0,1992.0,1.0,26.0,1983.0,2557,515727,0.0,0.2374594,2.2,17093,6.425,15.2,0.36404192,8.214821,2.706019,Idaho,788.0,4075,2015.0,2158.0,,1016.8166,384.50577
16.0,1993.0,2.0,47.0,2237.0,2957,532602,0.0,0.5487219,2.11,18103,6.116667,13.1,0.39953583,8.422591,3.1566567,Idaho,837.0,4749,1929.0,2177.0,,1589.4487,420.01346
16.0,1994.0,1.0,35.0,2144.0,3124,549148,0.0,0.157391,2.12,18707,5.45,12.0,0.40179536,8.664792,3.0563948,Idaho,931.0,5770,2222.0,2519.0,2222.0,1120.3585,390.42297
16.0,1995.0,2.0,50.0,2506.0,3420,563258,0.0,-0.0306134,1.98,19426,5.258333,14.5,0.42868412,8.832588,3.3126028,Idaho,619.0,5308,,2908.0,2203.0,1461.9883,444.91156
16.0,1996.0,1.0,57.0,2863.0,3495,574318,0.0,0.7497694,1.98,20248,5.3333335,11.9,0.4276884,8.940946,2.0779946,Idaho,692.0,5855,2447.0,3301.0,2447.0,1630.9012,498.5043
16.0,1997.0,1.0,59.0,2927.0,3595,585162,0.0,0.3974117,2.0,20648,5.05,14.7,0.42430937,8.963957,1.1395826,Idaho,820.0,6367,2483.0,3437.0,2483.0,1641.1683,500.20337
16.0,1998.0,2.0,53.0,3039.0,3791,594467,0.0,1.072656,2.25,21789,5.1416664,13.0,0.46320093,8.929595,1.4373208,Idaho,1309.0,31172,3167.0,3991.0,3167.0,1398.048,511.21423
16.0,1999.0,2.0,71.0,4111.0,3974,605560,0.0,0.6806816,2.36,22786,4.8916664,14.1,0.4849701,8.747297,0.0,Idaho,1317.0,36436,3182.0,3956.0,3182.0,1786.613,678.87573
16.0,2000.0,1.0,74.0,3928.0,3289,587720,0.0,0.4885283,2.32,24075,4.6083336,12.5,0.58787805,8.536294,0.38469794,Idaho,1409.0,35103,5228.0,5030.0,4454.0,2249.924,668.34546
17.0,1985.0,1.0,10721.0,5828.0,789124,4616690,0.0,0.4492414,2.72,15661,9.075,15.6,16.581856,7.9198384,1.4645807,Illinois,11421.0,74156,19118.0,19118.0,15356.0,1358.5951,126.23763
17.0,1986.0,1.0,11103.0,6112.0,789373,4605636,0.0,0.4727673,2.68,16424,8.258333,13.3,16.550257,7.885291,2.7219968,Illinois,12311.0,76203,19705.0,19705.0,15943.0,1406.5593,132.70697
17.0,1987.0,2.0,11422.0,6103.0,791193,4600315,0.0,1.023624,2.66,17347,7.4166665,14.4,16.516014,7.764394,3.9147658,Illinois,13744.0,82332,19911.0,19911.0,16303.0,1443.6427,132.66483
17.0,1988.0,1.0,11975.0,6338.0,792178,4594107,0.0,1.511545,2.64,18613,6.7833333,12.7,16.48927,7.601682,5.6004643,Illinois,14369.0,90736,20100.0,20100.0,16492.0,1511.6552,137.95935
17.0,1989.0,2.0,14276.0,7176.0,796006,4594522,0.0,1.764677,2.56,19770,6.075,12.7,16.461693,7.370788,7.7914753,Illinois,14550.0,93944,22514.0,22514.0,18810.0,1793.4539,156.186
17.0,1990.0,1.0,16220.0,7556.0,800544,4601148,0.0,1.562549,2.62,20824,6.258333,13.7,16.403374,7.1209683,8.565205,Illinois,17671.0,95699,22691.0,22691.0,18987.0,2026.1222,164.21988
17.0,1991.0,1.0,17501.0,7685.0,809823,4629816,0.0,1.889388,2.48,21215,7.241667,13.5,16.577324,6.8583755,10.597319,Illinois,23213.0,74846,23961.0,23961.0,20217.0,2161.0896,165.98932
17.0,1992.0,2.0,19444.0,7865.0,821413,4661716,0.0,1.587516,2.43,22550,7.8333335,15.6,16.776812,6.7560678,12.510492,Illinois,23304.0,76125,24562.0,24562.0,20818.0,2367.1406,168.71469
17.0,1993.0,2.0,21428.0,8105.0,832615,4687544,0.0,1.730049,2.38,22962,7.383333,13.6,16.992579,6.7377253,13.878564,Illinois,24177.0,78464,26369.0,26369.0,22625.0,2573.5784,172.90504
17.0,1994.0,1.0,22794.0,8421.0,841941,4712486,0.0,2.217911,2.35,23969,5.8,12.4,17.181564,6.8115444,14.581218,Illinois,26695.0,104664,26385.0,26385.0,22641.0,2707.3157,178.6955
17.0,1995.0,1.0,23153.0,8637.0,850894,4737000,0.0,0.8614938,2.29,25123,5.1916666,12.4,17.362085,6.9421606,14.806256,Illinois,29541.0,109489,27376.0,27376.0,23714.0,2721.0205,182.33058
17.0,1996.0,1.0,23751.0,8930.0,855761,4762114,0.0,0.9472697,2.3,26449,5.3083334,12.1,17.51935,7.0820293,11.6509695,Illinois,30064.0,115503,28200.0,28200.0,25438.0,2775.4246,187.52176
17.0,1997.0,2.0,24841.0,9412.0,861361,4779323,0.0,0.6814119,2.26,27729,4.825,11.2,17.695417,7.168287,6.392731,Illinois,30348.0,119481,28797.0,28797.0,25135.0,2883.9243,196.93166
17.0,1998.0,2.0,26374.0,9735.0,866409,4798219,0.0,1.514728,2.25,29343,4.4666667,10.1,17.858059,7.2384133,5.818195,Illinois,30432.0,131850,32062.0,32062.0,27342.0,3044.0588,202.88779
17.0,1999.0,1.0,27204.0,10167.0,872870,4828804,0.0,1.921045,2.27,30212,4.45,9.9,18.051342,7.2313905,4.6524725,Illinois,31833.0,134270,32313.0,32313.0,27529.0,3116.6152,210.54903
17.0,2000.0,1.0,27271.0,10608.0,879589,4472933,0.0,1.370892,2.24,32185,4.5,10.7,18.201712,7.1670127,4.541492,Illinois,30196.0,139029,32995.0,32995.0,28211.0,3100.4253,237.15982
18.0,1985.0,2.0,3249.0,6198.0,196329,2430406,0.0,0.120887,2.19,13159,7.7083335,12.0,8.03671,8.336406,0.42119613,Indiana,2797.0,42800,6628.0,,,1654.8752,255.01912
18.0,1986.0,2.0,3216.0,6546.0,196055,2427104,0.0,0.7545153,2.14,13820,6.766667,12.7,8.023561,8.341491,1.2282588,Indiana,3273.0,50806,8710.0,,,1640.3561,269.70413
18.0,1987.0,1.0,3192.0,7132.0,197268,2433400,0.0,0.6984184,2.13,14589,6.0583334,11.1,8.007266,8.246006,1.6259195,Indiana,3071.0,56978,9802.0,,,1618.1033,293.08786
18.0,1988.0,2.0,3367.0,7524.0,199265,2439427,0.0,1.005227,2.1,15472,5.141667,10.1,7.994506,8.104595,2.2757788,Indiana,3411.0,60184,10412.0,,,1689.7097,308.43307
18.0,1989.0,2.0,4488.0,7206.0,202080,2451247,0.0,0.8929545,2.04,16717,4.7083335,13.7,7.981402,7.892724,3.1319184,Indiana,3456.0,61777,9101.0,,,2220.9026,293.9728
18.0,1990.0,1.0,4566.0,7471.0,204736,2463066,0.0,0.5337259,2.09,17491,5.008333,13.0,7.9561167,7.635398,3.7964675,Indiana,3778.0,68683,10861.0,,,2230.1892,303.32114
18.0,1991.0,2.0,4687.0,7580.0,207945,2482241,0.0,1.055152,2.0,17869,5.625,15.7,8.045338,7.3089857,4.66492,Indiana,3125.0,76365,11934.0,14211.0,,2253.9614,305.36923
18.0,1992.0,2.0,5255.0,7906.0,212080,2501506,0.0,1.017135,1.95,19037,6.05,11.8,8.168668,7.179093,5.815442,Indiana,2899.0,79850,11983.0,13817.0,,2477.8386,316.04962
18.0,1993.0,1.0,5565.0,8072.0,215889,2524261,0.0,1.019704,1.98,19764,5.0416665,12.2,8.274939,7.199558,6.6213408,Indiana,2891.0,82705,12255.0,14289.0,,2577.7136,319.77676
18.0,1994.0,2.0,5909.0,8217.0,219464,2539877,0.0,1.240626,1.94,20761,4.5333333,13.7,8.395803,7.2782445,7.3875566,Indiana,3409.0,83177,12539.0,14711.0,,2692.469,323.5196
18.0,1995.0,1.0,6484.0,8688.0,222801,2558774,0.0,1.635781,1.91,21408,4.3416667,9.6,8.502243,7.3911138,8.288531,Indiana,3200.0,95267,12539.0,15490.0,,2910.2202,339.5376
18.0,1996.0,1.0,6769.0,9117.0,224720,2576619,0.0,1.457932,1.89,22368,3.875,7.5,8.586349,7.4940405,5.3166156,Indiana,3580.0,93509,13611.0,15730.0,,3012.1929,353.8358
18.0,1997.0,1.0,7262.0,9509.0,229054,2590657,0.0,2.56444,1.9,23306,3.3083334,8.8,8.732049,7.55815,3.8285437,Indiana,4044.0,96752,13611.0,16892.0,,3170.4314,367.04974
18.0,1998.0,2.0,7629.0,10302.0,232289,2604116,0.0,3.014156,1.91,24894,2.9083333,9.4,8.856983,7.586149,2.4171178,Indiana,4258.0,104624,13983.0,17119.0,,3284.271,395.6045
18.0,1999.0,1.0,7728.0,10289.0,235984,2620083,0.0,3.132785,1.94,25615,2.8583333,6.7,8.967178,7.5294185,1.9354938,Indiana,4539.0,105071,15383.0,17944.0,,3274.7983,392.69748
18.0,2000.0,2.0,7754.0,10321.0,244085,2607104,0.0,1.208173,1.98,27132,2.9166667,8.5,9.101893,7.410665,1.8220767,Indiana,4917.0,109251,15383.0,19829.0,,3176.7622,395.87988
19.0,1985.0,2.0,545.0,2088.0,22284,1335828,0.0,-0.1152265,2.02,13490,7.95,17.9,1.7798641,8.052472,0.24731505,Iowa,1971.0,12063,2816.0,2652.0,2572.0,2445.701,156.30756
19.0,1986.0,2.0,525.0,2058.0,22396,1315936,0.0,-0.1222203,2.04,14108,6.8166666,12.9,1.7733164,8.018391,0.57299286,Iowa,1929.0,12584,,2702.0,2918.0,2344.1687,156.39058
19.0,1987.0,2.0,573.0,2093.0,22634,1302217,0.0,0.081721,2.08,14905,5.775,14.5,1.7652278,7.876684,0.79495305,Iowa,1966.0,12745,2918.0,2858.0,2918.0,2531.5896,160.7259
19.0,1988.0,1.0,629.0,2199.0,23095,1301610,0.0,1.122072,1.99,15321,4.7083335,9.4,1.757972,7.685707,0.8667602,Iowa,1945.0,13099,2918.0,2858.0,2918.0,2723.5332,168.94461
19.0,1989.0,1.0,735.0,2589.0,23739,1301432,0.0,0.8915926,1.94,16596,4.3166666,10.3,1.7506367,7.4267874,1.479756,Iowa,1900.0,13722,3003.0,3003.0,3003.0,3096.171,198.93471
19.0,1990.0,1.0,810.0,2854.0,24343,1305106,0.0,0.5816874,2.06,17389,4.508333,10.4,1.7485955,7.166944,1.4023641,Iowa,2111.0,13895,3035.0,3035.0,3035.0,3327.4453,218.67955
19.0,1991.0,2.0,885.0,2956.0,24974,1310054,0.0,0.2583479,2.01,17804,4.575,9.6,1.803921,6.934662,2.8595808,Iowa,2081.0,12488,3003.0,3003.0,3003.0,3543.6855,225.63956
19.0,1992.0,2.0,1000.0,3169.0,25742,1317590,0.0,0.1379765,1.9,18834,4.491667,11.5,1.865178,6.9182134,2.590121,Iowa,2065.0,14084,3265.0,3265.0,3265.0,3884.7021,240.51488
19.0,1993.0,2.0,1121.0,3288.0,26389,1324098,0.0,-0.1657332,1.87,18716,4.2083335,10.3,1.9237232,7.0766296,2.855157,Iowa,2339.0,15376,3265.0,3265.0,3265.0,4247.982,248.31999
19.0,1994.0,1.0,1271.0,3547.0,27095,1327679,0.0,0.4464334,1.84,20301,3.7666667,10.7,1.9847058,7.2940907,3.2272255,Iowa,3696.0,15902,3265.0,3265.0,3265.0,4690.9023,267.15796
19.0,1995.0,1.0,1362.0,3841.0,27533,1332583,0.0,0.7845402,1.8,20929,3.625,12.2,2.0288367,7.5113354,3.6967635,Iowa,2340.0,16579,3603.0,3603.0,3603.0,4946.791,288.2372
19.0,1996.0,2.0,1457.0,4052.0,28046,1336559,0.0,0.700124,1.85,22521,3.625,9.6,2.0884593,7.6994443,2.4305556,Iowa,2200.0,15386,4201.0,4201.0,4201.0,5195.0366,303.16656
19.0,1997.0,1.0,1569.0,4428.0,28477,1339077,0.0,1.125447,1.85,23623,3.15,9.6,2.139999,7.8113008,1.0722492,Iowa,2037.0,16834,4951.0,4951.0,4951.0,5509.7095,330.67554
19.0,1998.0,1.0,1671.0,4753.0,28953,1342985,0.0,1.075164,1.9,24701,2.9,9.1,2.20864,7.871584,0.5511783,Iowa,2194.0,18447,5701.0,5701.0,5701.0,5771.423,353.91312
19.0,1999.0,2.0,1627.0,4613.0,29718,1345050,0.0,0.9082453,1.95,25118,2.6166666,7.4,2.2774744,7.8237367,0.82258433,Iowa,2514.0,19675,6219.0,6219.0,6219.0,5474.7964,342.96124
19.0,2000.0,2.0,1719.0,5033.0,32210,1343146,0.0,0.9421942,1.98,26554,2.7916667,8.3,2.4535549,7.6547885,1.0243306,Iowa,2763.0,21147,6772.0,6772.0,6772.0,5336.852,374.71725
20.0,1985.0,2.0,1556.0,2827.0,68397,1097183,0.0,1.055728,1.96,14451,5.1416664,13.8,6.1079793,7.727942,0.45303193,Kansas,2282.0,16204,,4939.0,,2274.9536,257.65985
20.0,1986.0,2.0,1681.0,3290.0,69106,1098128,0.0,1.73543,1.88,15005,5.391667,11.1,6.098382,7.6895003,1.2741371,Kansas,2360.0,17125,,5015.0,,2432.495,299.60077
20.0,1987.0,1.0,1829.0,3342.0,70052,1102248,0.0,0.9938396,1.84,15599,4.9083333,9.2,6.084802,7.560478,2.2487917,Kansas,2676.0,18059,,3786.0,,2610.9177,303.19855
20.0,1988.0,2.0,1857.0,3348.0,71179,1108898,0.0,1.654518,1.88,16275,4.55,8.1,6.0737543,7.389238,2.1929655,Kansas,3497.0,19580,,4293.0,,2608.9155,301.92136
20.0,1989.0,1.0,1757.0,3258.0,71846,1113104,0.0,2.40681,1.77,17048,4.1916666,10.8,6.062644,7.1560664,3.1137946,Kansas,5089.0,21675,,,,2445.5085,292.695
